DATE,SUBDIVISION,YEAR,MONTH,MONTH_NAME,RAINFALL_MM,IS_OUTLIER_YEAR
1933-08-01,COASTAL KARNATAKA,1933,8,AUG,481.3,False
1933-09-01,COASTAL KARNATAKA,1933,9,SEP,502.5,False
1933-10-01,COASTAL KARNATAKA,1933,10,OCT,292.8,False
1933-11-01,COASTAL KARNATAKA,1933,11,NOV,42.3,False
1933-12-01,COASTAL KARNATAKA,1933,12,DEC,35.6,False
1934-01-01,COASTAL KARNATAKA,1934,1,JAN,7.4,False
1934-02-01,COASTAL KARNATAKA,1934,2,FEB,0.6,False
1934-03-01,COASTAL KARNATAKA,1934,3,MAR,1.0,False
1934-04-01,COASTAL KARNATAKA,1934,4,APR,16.0,False
1934-05-01,COASTAL KARNATAKA,1934,5,MAY,24.4,False
1934-06-01,COASTAL KARNATAKA,1934,6,JUN,1095.6,False
1934-07-01,COASTAL KARNATAKA,1934,7,JUL,827.5,False
1934-08-01,COASTAL KARNATAKA,1934,8,AUG,678.2,False
1934-09-01,COASTAL KARNATAKA,1934,9,SEP,184.2,False
1934-10-01,COASTAL KARNATAKA,1934,10,OCT,143.2,False
1934-11-01,COASTAL KARNATAKA,1934,11,NOV,32.7,False
1934-12-01,COASTAL KARNATAKA,1934,12,DEC,1.0,False
1935-01-01,COASTAL KARNATAKA,1935,1,JAN,2.0,False
1935-02-01,COASTAL KARNATAKA,1935,2,FEB,0.0,False
1935-03-01,COASTAL KARNATAKA,1935,3,MAR,0.7,False
1935-04-01,COASTAL KARNATAKA,1935,4,APR,11.3,False
1935-05-01,COASTAL KARNATAKA,1935,5,MAY,25.2,False
1935-06-01,COASTAL KARNATAKA,1935,6,JUN,674.0,False
1935-07-01,COASTAL KARNATAKA,1935,7,JUL,1168.1,False
1935-08-01,COASTAL KARNATAKA,1935,8,AUG,425.5,False
1935-09-01,COASTAL KARNATAKA,1935,9,SEP,312.5,False
1935-10-01,COASTAL KARNATAKA,1935,10,OCT,245.0,False
1935-11-01,COASTAL KARNATAKA,1935,11,NOV,11.9,False
1935-12-01,COASTAL KARNATAKA,1935,12,DEC,9.9,False
1936-01-01,COASTAL KARNATAKA,1936,1,JAN,0.0,False
1936-02-01,COASTAL KARNATAKA,1936,2,FEB,0.9,False
1936-03-01,COASTAL KARNATAKA,1936,3,MAR,23.3,False
1936-04-01,COASTAL KARNATAKA,1936,4,APR,14.7,False
1936-05-01,COASTAL KARNATAKA,1936,5,MAY,138.7,False
1936-06-01,COASTAL KARNATAKA,1936,6,JUN,1075.6,False
1936-07-01,COASTAL KARNATAKA,1936,7,JUL,981.6,False
1936-08-01,COASTAL KARNATAKA,1936,8,AUG,562.3,False
1936-09-01,COASTAL KARNATAKA,1936,9,SEP,195.6,False
1936-10-01,COASTAL KARNATAKA,1936,10,OCT,219.4,False
1936-11-01,COASTAL KARNATAKA,1936,11,NOV,108.6,False
1936-12-01,COASTAL KARNATAKA,1936,12,DEC,4.1,False
1937-01-01,COASTAL KARNATAKA,1937,1,JAN,0.0,False
1937-02-01,COASTAL KARNATAKA,1937,2,FEB,0.0,False
1937-03-01,COASTAL KARNATAKA,1937,3,MAR,5.7,False
1937-04-01,COASTAL KARNATAKA,1937,4,APR,110.1,False
1937-05-01,COASTAL KARNATAKA,1937,5,MAY,30.3,False
1937-06-01,COASTAL KARNATAKA,1937,6,JUN,740.8,False
1937-07-01,COASTAL KARNATAKA,1937,7,JUL,1531.7,False
1937-08-01,COASTAL KARNATAKA,1937,8,AUG,365.7,False
1937-09-01,COASTAL KARNATAKA,1937,9,SEP,274.1,False
1937-10-01,COASTAL KARNATAKA,1937,10,OCT,240.8,False
1937-11-01,COASTAL KARNATAKA,1937,11,NOV,11.8,False
1937-12-01,COASTAL KARNATAKA,1937,12,DEC,3.2,False
1938-01-01,COASTAL KARNATAKA,1938,1,JAN,0.0,False
1938-02-01,COASTAL KARNATAKA,1938,2,FEB,0.0,False
1938-03-01,COASTAL KARNATAKA,1938,3,MAR,15.5,False
1938-04-01,COASTAL KARNATAKA,1938,4,APR,43.3,False
1938-05-01,COASTAL KARNATAKA,1938,5,MAY,138.2,False
1938-06-01,COASTAL KARNATAKA,1938,6,JUN,1025.3,False
1938-07-01,COASTAL KARNATAKA,1938,7,JUL,950.2,False
1938-08-01,COASTAL KARNATAKA,1938,8,AUG,429.9,False
1938-09-01,COASTAL KARNATAKA,1938,9,SEP,374.0,False
1938-10-01,COASTAL KARNATAKA,1938,10,OCT,134.3,False
1938-11-01,COASTAL KARNATAKA,1938,11,NOV,39.9,False
1938-12-01,COASTAL KARNATAKA,1938,12,DEC,0.3,False
1939-01-01,COASTAL KARNATAKA,1939,1,JAN,0.0,False
1939-02-01,COASTAL KARNATAKA,1939,2,FEB,0.0,False
1939-03-01,COASTAL KARNATAKA,1939,3,MAR,5.4,False
1939-04-01,COASTAL KARNATAKA,1939,4,APR,35.9,False
1939-05-01,COASTAL KARNATAKA,1939,5,MAY,8.4,False
1939-06-01,COASTAL KARNATAKA,1939,6,JUN,725.7,False
1939-07-01,COASTAL KARNATAKA,1939,7,JUL,903.9,False
1939-08-01,COASTAL KARNATAKA,1939,8,AUG,631.4,False
1939-09-01,COASTAL KARNATAKA,1939,9,SEP,127.3,False
1939-10-01,COASTAL KARNATAKA,1939,10,OCT,232.6,False
1939-11-01,COASTAL KARNATAKA,1939,11,NOV,73.4,False
1939-12-01,COASTAL KARNATAKA,1939,12,DEC,0.2,False
1940-01-01,COASTAL KARNATAKA,1940,1,JAN,0.1,False
1940-02-01,COASTAL KARNATAKA,1940,2,FEB,0.0,False
1940-03-01,COASTAL KARNATAKA,1940,3,MAR,0.2,False
1940-04-01,COASTAL KARNATAKA,1940,4,APR,26.9,False
1940-05-01,COASTAL KARNATAKA,1940,5,MAY,131.0,False
1940-06-01,COASTAL KARNATAKA,1940,6,JUN,713.8,False
1940-07-01,COASTAL KARNATAKA,1940,7,JUL,1155.7,False
1940-08-01,COASTAL KARNATAKA,1940,8,AUG,1247.4,False
1940-09-01,COASTAL KARNATAKA,1940,9,SEP,100.4,False
1940-10-01,COASTAL KARNATAKA,1940,10,OCT,222.5,False
1940-11-01,COASTAL KARNATAKA,1940,11,NOV,120.5,False
1940-12-01,COASTAL KARNATAKA,1940,12,DEC,5.5,False
1941-01-01,COASTAL KARNATAKA,1941,1,JAN,4.1,False
1941-02-01,COASTAL KARNATAKA,1941,2,FEB,1.2,False
1941-03-01,COASTAL KARNATAKA,1941,3,MAR,5.5,False
1941-04-01,COASTAL KARNATAKA,1941,4,APR,18.1,False
1941-05-01,COASTAL KARNATAKA,1941,5,MAY,60.5,False
1941-06-01,COASTAL KARNATAKA,1941,6,JUN,869.7,False
1941-07-01,COASTAL KARNATAKA,1941,7,JUL,589.8,False
1941-08-01,COASTAL KARNATAKA,1941,8,AUG,561.6,False
1941-09-01,COASTAL KARNATAKA,1941,9,SEP,224.9,False
1941-10-01,COASTAL KARNATAKA,1941,10,OCT,122.8,False
1941-11-01,COASTAL KARNATAKA,1941,11,NOV,21.6,False
1941-12-01,COASTAL KARNATAKA,1941,12,DEC,35.3,False
1942-01-01,COASTAL KARNATAKA,1942,1,JAN,0.0,False
1942-02-01,COASTAL KARNATAKA,1942,2,FEB,1.7,False
1942-03-01,COASTAL KARNATAKA,1942,3,MAR,0.3,False
1942-04-01,COASTAL KARNATAKA,1942,4,APR,77.2,False
1942-05-01,COASTAL KARNATAKA,1942,5,MAY,72.5,False
1942-06-01,COASTAL KARNATAKA,1942,6,JUN,1104.8,False
1942-07-01,COASTAL KARNATAKA,1942,7,JUL,1338.3,False
1942-08-01,COASTAL KARNATAKA,1942,8,AUG,540.3,False
1942-09-01,COASTAL KARNATAKA,1942,9,SEP,189.5,False
1942-10-01,COASTAL KARNATAKA,1942,10,OCT,129.9,False
1942-11-01,COASTAL KARNATAKA,1942,11,NOV,25.9,False
1942-12-01,COASTAL KARNATAKA,1942,12,DEC,22.4,False
1943-01-01,COASTAL KARNATAKA,1943,1,JAN,22.4,False
1943-02-01,COASTAL KARNATAKA,1943,2,FEB,1.7,False
1943-03-01,COASTAL KARNATAKA,1943,3,MAR,1.3,False
1943-04-01,COASTAL KARNATAKA,1943,4,APR,7.1,False
1943-05-01,COASTAL KARNATAKA,1943,5,MAY,455.2,False
1943-06-01,COASTAL KARNATAKA,1943,6,JUN,941.8,False
1943-07-01,COASTAL KARNATAKA,1943,7,JUL,994.4,False
1943-08-01,COASTAL KARNATAKA,1943,8,AUG,314.5,False
1943-09-01,COASTAL KARNATAKA,1943,9,SEP,461.5,False
1943-10-01,COASTAL KARNATAKA,1943,10,OCT,280.2,False
1943-11-01,COASTAL KARNATAKA,1943,11,NOV,97.0,False
1943-12-01,COASTAL KARNATAKA,1943,12,DEC,0.0,False
1944-01-01,COASTAL KARNATAKA,1944,1,JAN,0.0,False
1944-02-01,COASTAL KARNATAKA,1944,2,FEB,0.7,False
1944-03-01,COASTAL KARNATAKA,1944,3,MAR,18.2,False
1944-04-01,COASTAL KARNATAKA,1944,4,APR,3.3,False
1944-05-01,COASTAL KARNATAKA,1944,5,MAY,106.5,False
1944-06-01,COASTAL KARNATAKA,1944,6,JUN,777.8,False
1944-07-01,COASTAL KARNATAKA,1944,7,JUL,1204.0,False
1944-08-01,COASTAL KARNATAKA,1944,8,AUG,451.2,False
1944-09-01,COASTAL KARNATAKA,1944,9,SEP,61.6,False
1944-10-01,COASTAL KARNATAKA,1944,10,OCT,267.6,False
1944-11-01,COASTAL KARNATAKA,1944,11,NOV,81.9,False
1944-12-01,COASTAL KARNATAKA,1944,12,DEC,11.8,False
1945-01-01,COASTAL KARNATAKA,1945,1,JAN,2.6,False
1945-02-01,COASTAL KARNATAKA,1945,2,FEB,0.0,False
1945-03-01,COASTAL KARNATAKA,1945,3,MAR,0.0,False
1945-04-01,COASTAL KARNATAKA,1945,4,APR,19.7,False
1945-05-01,COASTAL KARNATAKA,1945,5,MAY,24.5,False
1945-06-01,COASTAL KARNATAKA,1945,6,JUN,824.7,False
1945-07-01,COASTAL KARNATAKA,1945,7,JUL,1296.1,False
1945-08-01,COASTAL KARNATAKA,1945,8,AUG,493.2,False
1945-09-01,COASTAL KARNATAKA,1945,9,SEP,294.7,False
1945-10-01,COASTAL KARNATAKA,1945,10,OCT,63.2,False
1945-11-01,COASTAL KARNATAKA,1945,11,NOV,60.7,False
1945-12-01,COASTAL KARNATAKA,1945,12,DEC,0.0,False
1946-01-01,COASTAL KARNATAKA,1946,1,JAN,0.0,False
1946-02-01,COASTAL KARNATAKA,1946,2,FEB,1.5,False
1946-03-01,COASTAL KARNATAKA,1946,3,MAR,3.9,False
1946-04-01,COASTAL KARNATAKA,1946,4,APR,41.7,False
1946-05-01,COASTAL KARNATAKA,1946,5,MAY,80.8,False
1946-06-01,COASTAL KARNATAKA,1946,6,JUN,1227.0,False
1946-07-01,COASTAL KARNATAKA,1946,7,JUL,1001.2,False
1946-08-01,COASTAL KARNATAKA,1946,8,AUG,1086.6,False
1946-09-01,COASTAL KARNATAKA,1946,9,SEP,231.5,False
1946-10-01,COASTAL KARNATAKA,1946,10,OCT,148.9,False
1946-11-01,COASTAL KARNATAKA,1946,11,NOV,180.6,False
1946-12-01,COASTAL KARNATAKA,1946,12,DEC,37.7,False
1947-01-01,COASTAL KARNATAKA,1947,1,JAN,1.7,False
1947-02-01,COASTAL KARNATAKA,1947,2,FEB,9.2,False
1947-03-01,COASTAL KARNATAKA,1947,3,MAR,13.9,False
1947-04-01,COASTAL KARNATAKA,1947,4,APR,45.2,False
1947-05-01,COASTAL KARNATAKA,1947,5,MAY,18.7,False
1947-06-01,COASTAL KARNATAKA,1947,6,JUN,630.6,False
1947-07-01,COASTAL KARNATAKA,1947,7,JUL,1247.9,False
1947-08-01,COASTAL KARNATAKA,1947,8,AUG,899.5,False
1947-09-01,COASTAL KARNATAKA,1947,9,SEP,389.5,False
1947-10-01,COASTAL KARNATAKA,1947,10,OCT,48.7,False
1947-11-01,COASTAL KARNATAKA,1947,11,NOV,7.1,False
1947-12-01,COASTAL KARNATAKA,1947,12,DEC,26.3,False
1948-01-01,COASTAL KARNATAKA,1948,1,JAN,16.5,False
1948-02-01,COASTAL KARNATAKA,1948,2,FEB,0.0,False
1948-03-01,COASTAL KARNATAKA,1948,3,MAR,8.4,False
1948-04-01,COASTAL KARNATAKA,1948,4,APR,55.6,False
1948-05-01,COASTAL KARNATAKA,1948,5,MAY,66.1,False
1948-06-01,COASTAL KARNATAKA,1948,6,JUN,848.8,False
1948-07-01,COASTAL KARNATAKA,1948,7,JUL,1102.9,False
1948-08-01,COASTAL KARNATAKA,1948,8,AUG,973.2,False
1948-09-01,COASTAL KARNATAKA,1948,9,SEP,301.3,False
1948-10-01,COASTAL KARNATAKA,1948,10,OCT,90.6,False
1948-11-01,COASTAL KARNATAKA,1948,11,NOV,163.0,False
1948-12-01,COASTAL KARNATAKA,1948,12,DEC,0.2,False
1949-01-01,COASTAL KARNATAKA,1949,1,JAN,3.3,False
1949-02-01,COASTAL KARNATAKA,1949,2,FEB,0.0,False
1949-03-01,COASTAL KARNATAKA,1949,3,MAR,1.2,False
1949-04-01,COASTAL KARNATAKA,1949,4,APR,12.0,False
1949-05-01,COASTAL KARNATAKA,1949,5,MAY,293.1,False
1949-06-01,COASTAL KARNATAKA,1949,6,JUN,691.6,False
1949-07-01,COASTAL KARNATAKA,1949,7,JUL,1157.1,False
1949-08-01,COASTAL KARNATAKA,1949,8,AUG,585.4,False
1949-09-01,COASTAL KARNATAKA,1949,9,SEP,438.0,False
1949-10-01,COASTAL KARNATAKA,1949,10,OCT,148.8,False
1949-11-01,COASTAL KARNATAKA,1949,11,NOV,32.0,False
1949-12-01,COASTAL KARNATAKA,1949,12,DEC,0.0,False
1950-01-01,COASTAL KARNATAKA,1950,1,JAN,0.0,False
1950-02-01,COASTAL KARNATAKA,1950,2,FEB,1.0,False
1950-03-01,COASTAL KARNATAKA,1950,3,MAR,0.2,False
1950-04-01,COASTAL KARNATAKA,1950,4,APR,3.9,False
1950-05-01,COASTAL KARNATAKA,1950,5,MAY,89.3,False
1950-06-01,COASTAL KARNATAKA,1950,6,JUN,801.6,False
1950-07-01,COASTAL KARNATAKA,1950,7,JUL,1506.7,False
1950-08-01,COASTAL KARNATAKA,1950,8,AUG,456.1,False
1950-09-01,COASTAL KARNATAKA,1950,9,SEP,716.5,False
1950-10-01,COASTAL KARNATAKA,1950,10,OCT,136.6,False
1950-11-01,COASTAL KARNATAKA,1950,11,NOV,54.1,False
1950-12-01,COASTAL KARNATAKA,1950,12,DEC,0.1,False
1951-01-01,COASTAL KARNATAKA,1951,1,JAN,0.0,False
1951-02-01,COASTAL KARNATAKA,1951,2,FEB,0.0,False
1951-03-01,COASTAL KARNATAKA,1951,3,MAR,0.9,False
1951-04-01,COASTAL KARNATAKA,1951,4,APR,55.4,False
1951-05-01,COASTAL KARNATAKA,1951,5,MAY,70.7,False
1951-06-01,COASTAL KARNATAKA,1951,6,JUN,940.2,False
1951-07-01,COASTAL KARNATAKA,1951,7,JUL,1083.4,False
1951-08-01,COASTAL KARNATAKA,1951,8,AUG,441.1,False
1951-09-01,COASTAL KARNATAKA,1951,9,SEP,268.9,False
1951-10-01,COASTAL KARNATAKA,1951,10,OCT,187.1,False
1951-11-01,COASTAL KARNATAKA,1951,11,NOV,76.2,False
1951-12-01,COASTAL KARNATAKA,1951,12,DEC,0.4,False
1952-01-01,COASTAL KARNATAKA,1952,1,JAN,0.0,False
1952-02-01,COASTAL KARNATAKA,1952,2,FEB,0.5,False
1952-03-01,COASTAL KARNATAKA,1952,3,MAR,0.0,False
1952-04-01,COASTAL KARNATAKA,1952,4,APR,35.4,False
1952-05-01,COASTAL KARNATAKA,1952,5,MAY,84.8,False
1952-06-01,COASTAL KARNATAKA,1952,6,JUN,912.1,False
1952-07-01,COASTAL KARNATAKA,1952,7,JUL,816.6,False
1952-08-01,COASTAL KARNATAKA,1952,8,AUG,631.4,False
1952-09-01,COASTAL KARNATAKA,1952,9,SEP,54.7,False
1952-10-01,COASTAL KARNATAKA,1952,10,OCT,335.5,False
1952-11-01,COASTAL KARNATAKA,1952,11,NOV,0.0,False
1952-12-01,COASTAL KARNATAKA,1952,12,DEC,25.6,False
1953-01-01,COASTAL KARNATAKA,1953,1,JAN,0.3,False
1953-02-01,COASTAL KARNATAKA,1953,2,FEB,0.0,False
1953-03-01,COASTAL KARNATAKA,1953,3,MAR,0.0,False
1953-04-01,COASTAL KARNATAKA,1953,4,APR,48.2,False
1953-05-01,COASTAL KARNATAKA,1953,5,MAY,8.6,False
1953-06-01,COASTAL KARNATAKA,1953,6,JUN,666.2,False
1953-07-01,COASTAL KARNATAKA,1953,7,JUL,1630.1,False
1953-08-01,COASTAL KARNATAKA,1953,8,AUG,633.6,False
1953-09-01,COASTAL KARNATAKA,1953,9,SEP,160.0,False
1953-10-01,COASTAL KARNATAKA,1953,10,OCT,313.4,False
1953-11-01,COASTAL KARNATAKA,1953,11,NOV,2.9,False
1953-12-01,COASTAL KARNATAKA,1953,12,DEC,0.0,False
1954-01-01,COASTAL KARNATAKA,1954,1,JAN,0.5,False
1954-02-01,COASTAL KARNATAKA,1954,2,FEB,0.0,False
1954-03-01,COASTAL KARNATAKA,1954,3,MAR,21.6,False
1954-04-01,COASTAL KARNATAKA,1954,4,APR,61.1,False
1954-05-01,COASTAL KARNATAKA,1954,5,MAY,89.8,False
1954-06-01,COASTAL KARNATAKA,1954,6,JUN,1034.4,False
1954-07-01,COASTAL KARNATAKA,1954,7,JUL,1357.4,False
1954-08-01,COASTAL KARNATAKA,1954,8,AUG,688.7,False
1954-09-01,COASTAL KARNATAKA,1954,9,SEP,421.8,False
1954-10-01,COASTAL KARNATAKA,1954,10,OCT,133.6,False
1954-11-01,COASTAL KARNATAKA,1954,11,NOV,0.6,False
1954-12-01,COASTAL KARNATAKA,1954,12,DEC,12.1,False
1955-01-01,COASTAL KARNATAKA,1955,1,JAN,0.3,False
1955-02-01,COASTAL KARNATAKA,1955,2,FEB,0.0,False
1955-03-01,COASTAL KARNATAKA,1955,3,MAR,4.7,False
1955-04-01,COASTAL KARNATAKA,1955,4,APR,29.9,False
1955-05-01,COASTAL KARNATAKA,1955,5,MAY,360.3,False
1955-06-01,COASTAL KARNATAKA,1955,6,JUN,962.7,False
1955-07-01,COASTAL KARNATAKA,1955,7,JUL,639.3,False
1955-08-01,COASTAL KARNATAKA,1955,8,AUG,702.2,False
1955-09-01,COASTAL KARNATAKA,1955,9,SEP,458.2,False
1955-10-01,COASTAL KARNATAKA,1955,10,OCT,361.1,False
1955-11-01,COASTAL KARNATAKA,1955,11,NOV,31.0,False
1955-12-01,COASTAL KARNATAKA,1955,12,DEC,2.8,False
1956-01-01,COASTAL KARNATAKA,1956,1,JAN,0.0,False
1956-02-01,COASTAL KARNATAKA,1956,2,FEB,0.8,False
1956-03-01,COASTAL KARNATAKA,1956,3,MAR,1.0,False
1956-04-01,COASTAL KARNATAKA,1956,4,APR,78.4,False
1956-05-01,COASTAL KARNATAKA,1956,5,MAY,412.7,False
1956-06-01,COASTAL KARNATAKA,1956,6,JUN,1001.0,False
1956-07-01,COASTAL KARNATAKA,1956,7,JUL,1155.8,False
1956-08-01,COASTAL KARNATAKA,1956,8,AUG,520.0,False
1956-09-01,COASTAL KARNATAKA,1956,9,SEP,267.6,False
1956-10-01,COASTAL KARNATAKA,1956,10,OCT,288.5,False
1956-11-01,COASTAL KARNATAKA,1956,11,NOV,129.9,False
1956-12-01,COASTAL KARNATAKA,1956,12,DEC,0.7,False
1957-01-01,COASTAL KARNATAKA,1957,1,JAN,0.0,False
1957-02-01,COASTAL KARNATAKA,1957,2,FEB,0.0,False
1957-03-01,COASTAL KARNATAKA,1957,3,MAR,1.5,False
1957-04-01,COASTAL KARNATAKA,1957,4,APR,8.5,False
1957-05-01,COASTAL KARNATAKA,1957,5,MAY,168.0,False
1957-06-01,COASTAL KARNATAKA,1957,6,JUN,755.8,False
1957-07-01,COASTAL KARNATAKA,1957,7,JUL,1101.1,False
1957-08-01,COASTAL KARNATAKA,1957,8,AUG,703.9,False
1957-09-01,COASTAL KARNATAKA,1957,9,SEP,98.0,False
1957-10-01,COASTAL KARNATAKA,1957,10,OCT,189.0,False
1957-11-01,COASTAL KARNATAKA,1957,11,NOV,148.9,False
1957-12-01,COASTAL KARNATAKA,1957,12,DEC,0.1,False
1958-01-01,COASTAL KARNATAKA,1958,1,JAN,0.5,False
1958-02-01,COASTAL KARNATAKA,1958,2,FEB,0.1,False
1958-03-01,COASTAL KARNATAKA,1958,3,MAR,1.7,False
1958-04-01,COASTAL KARNATAKA,1958,4,APR,46.6,False
1958-05-01,COASTAL KARNATAKA,1958,5,MAY,184.8,False
1958-06-01,COASTAL KARNATAKA,1958,6,JUN,1031.4,False
1958-07-01,COASTAL KARNATAKA,1958,7,JUL,1253.7,False
1958-08-01,COASTAL KARNATAKA,1958,8,AUG,705.8,False
1958-09-01,COASTAL KARNATAKA,1958,9,SEP,296.9,False
1958-10-01,COASTAL KARNATAKA,1958,10,OCT,114.1,False
1958-11-01,COASTAL KARNATAKA,1958,11,NOV,49.1,False
1958-12-01,COASTAL KARNATAKA,1958,12,DEC,2.8,False
1959-01-01,COASTAL KARNATAKA,1959,1,JAN,0.0,False
1959-02-01,COASTAL KARNATAKA,1959,2,FEB,0.0,False
1959-03-01,COASTAL KARNATAKA,1959,3,MAR,0.0,False
1959-04-01,COASTAL KARNATAKA,1959,4,APR,30.4,False
1959-05-01,COASTAL KARNATAKA,1959,5,MAY,204.4,False
1959-06-01,COASTAL KARNATAKA,1959,6,JUN,994.4,False
1959-07-01,COASTAL KARNATAKA,1959,7,JUL,1727.0,False
1959-08-01,COASTAL KARNATAKA,1959,8,AUG,704.1,False
1959-09-01,COASTAL KARNATAKA,1959,9,SEP,521.6,False
1959-10-01,COASTAL KARNATAKA,1959,10,OCT,75.3,False
1959-11-01,COASTAL KARNATAKA,1959,11,NOV,52.0,False
1959-12-01,COASTAL KARNATAKA,1959,12,DEC,21.7,False
1960-01-01,COASTAL KARNATAKA,1960,1,JAN,0.0,False
1960-02-01,COASTAL KARNATAKA,1960,2,FEB,0.0,False
1960-03-01,COASTAL KARNATAKA,1960,3,MAR,8.5,False
1960-04-01,COASTAL KARNATAKA,1960,4,APR,40.7,False
1960-05-01,COASTAL KARNATAKA,1960,5,MAY,393.7,False
1960-06-01,COASTAL KARNATAKA,1960,6,JUN,790.6,False
1960-07-01,COASTAL KARNATAKA,1960,7,JUL,1053.2,False
1960-08-01,COASTAL KARNATAKA,1960,8,AUG,510.5,False
1960-09-01,COASTAL KARNATAKA,1960,9,SEP,450.5,False
1960-10-01,COASTAL KARNATAKA,1960,10,OCT,169.0,False
1960-11-01,COASTAL KARNATAKA,1960,11,NOV,87.6,False
1960-12-01,COASTAL KARNATAKA,1960,12,DEC,0.0,False
1961-01-01,COASTAL KARNATAKA,1961,1,JAN,0.0,True
1961-02-01,COASTAL KARNATAKA,1961,2,FEB,0.0,True
1961-03-01,COASTAL KARNATAKA,1961,3,MAR,0.9,True
1961-04-01,COASTAL KARNATAKA,1961,4,APR,47.7,True
1961-05-01,COASTAL KARNATAKA,1961,5,MAY,635.0,True
1961-06-01,COASTAL KARNATAKA,1961,6,JUN,1013.0,True
1961-07-01,COASTAL KARNATAKA,1961,7,JUL,1884.9,True
1961-08-01,COASTAL KARNATAKA,1961,8,AUG,936.3,True
1961-09-01,COASTAL KARNATAKA,1961,9,SEP,702.8,True
1961-10-01,COASTAL KARNATAKA,1961,10,OCT,309.6,True
1961-11-01,COASTAL KARNATAKA,1961,11,NOV,21.0,True
1961-12-01,COASTAL KARNATAKA,1961,12,DEC,2.7,True
1962-01-01,COASTAL KARNATAKA,1962,1,JAN,0.2,False
1962-02-01,COASTAL KARNATAKA,1962,2,FEB,3.4,False
1962-03-01,COASTAL KARNATAKA,1962,3,MAR,0.1,False
1962-04-01,COASTAL KARNATAKA,1962,4,APR,31.6,False
1962-05-01,COASTAL KARNATAKA,1962,5,MAY,359.4,False
1962-06-01,COASTAL KARNATAKA,1962,6,JUN,405.4,False
1962-07-01,COASTAL KARNATAKA,1962,7,JUL,1307.9,False
1962-08-01,COASTAL KARNATAKA,1962,8,AUG,1080.9,False
1962-09-01,COASTAL KARNATAKA,1962,9,SEP,413.5,False
1962-10-01,COASTAL KARNATAKA,1962,10,OCT,313.4,False
1962-11-01,COASTAL KARNATAKA,1962,11,NOV,18.5,False
1962-12-01,COASTAL KARNATAKA,1962,12,DEC,83.3,False
1963-01-01,COASTAL KARNATAKA,1963,1,JAN,1.1,False
1963-02-01,COASTAL KARNATAKA,1963,2,FEB,0.7,False
1963-03-01,COASTAL KARNATAKA,1963,3,MAR,28.6,False
1963-04-01,COASTAL KARNATAKA,1963,4,APR,38.5,False
1963-05-01,COASTAL KARNATAKA,1963,5,MAY,86.0,False
1963-06-01,COASTAL KARNATAKA,1963,6,JUN,682.3,False
1963-07-01,COASTAL KARNATAKA,1963,7,JUL,887.6,False
1963-08-01,COASTAL KARNATAKA,1963,8,AUG,1013.8,False
1963-09-01,COASTAL KARNATAKA,1963,9,SEP,181.0,False
1963-10-01,COASTAL KARNATAKA,1963,10,OCT,233.7,False
1963-11-01,COASTAL KARNATAKA,1963,11,NOV,8.2,False
1963-12-01,COASTAL KARNATAKA,1963,12,DEC,10.0,False
1964-01-01,COASTAL KARNATAKA,1964,1,JAN,0.0,False
1964-02-01,COASTAL KARNATAKA,1964,2,FEB,0.0,False
1964-03-01,COASTAL KARNATAKA,1964,3,MAR,2.6,False
1964-04-01,COASTAL KARNATAKA,1964,4,APR,5.8,False
1964-05-01,COASTAL KARNATAKA,1964,5,MAY,23.4,False
1964-06-01,COASTAL KARNATAKA,1964,6,JUN,631.7,False
1964-07-01,COASTAL KARNATAKA,1964,7,JUL,864.0,False
1964-08-01,COASTAL KARNATAKA,1964,8,AUG,978.1,False
1964-09-01,COASTAL KARNATAKA,1964,9,SEP,363.9,False
1964-10-01,COASTAL KARNATAKA,1964,10,OCT,200.2,False
1964-11-01,COASTAL KARNATAKA,1964,11,NOV,53.1,False
1964-12-01,COASTAL KARNATAKA,1964,12,DEC,17.6,False
1965-01-01,COASTAL KARNATAKA,1965,1,JAN,2.5,False
1965-02-01,COASTAL KARNATAKA,1965,2,FEB,0.0,False
1965-03-01,COASTAL KARNATAKA,1965,3,MAR,0.0,False
1965-04-01,COASTAL KARNATAKA,1965,4,APR,9.7,False
1965-05-01,COASTAL KARNATAKA,1965,5,MAY,39.7,False
1965-06-01,COASTAL KARNATAKA,1965,6,JUN,797.8,False
1965-07-01,COASTAL KARNATAKA,1965,7,JUL,1002.5,False
1965-08-01,COASTAL KARNATAKA,1965,8,AUG,577.2,False
1965-09-01,COASTAL KARNATAKA,1965,9,SEP,196.8,False
1965-10-01,COASTAL KARNATAKA,1965,10,OCT,25.1,False
1965-11-01,COASTAL KARNATAKA,1965,11,NOV,20.1,False
1965-12-01,COASTAL KARNATAKA,1965,12,DEC,159.8,False
1966-01-01,COASTAL KARNATAKA,1966,1,JAN,3.7,False
1966-02-01,COASTAL KARNATAKA,1966,2,FEB,0.0,False
1966-03-01,COASTAL KARNATAKA,1966,3,MAR,0.8,False
1966-04-01,COASTAL KARNATAKA,1966,4,APR,11.8,False
1966-05-01,COASTAL KARNATAKA,1966,5,MAY,196.0,False
1966-06-01,COASTAL KARNATAKA,1966,6,JUN,577.9,False
1966-07-01,COASTAL KARNATAKA,1966,7,JUL,1122.4,False
1966-08-01,COASTAL KARNATAKA,1966,8,AUG,278.3,False
1966-09-01,COASTAL KARNATAKA,1966,9,SEP,299.6,False
